Team,Time,Jersey,Player,Event,X,Y,endX,endY,Foot,Outcome,Key Pass,Assist,Through Pass,Clearance,Take On,Hand Foul,Goal Area
Minerva FC,53:49,5,Rokash Atom,Cross,94.0,13.0,114,37,Left,,,,,,,,
Minerva FC,54:23,5,Rokash Atom,Throw In,42.0,1.0,67,5,,,,,,,,,
Minerva FC,54:25,22,Paoginmang Baite,Offensive Duel,67.0,6.0,0,0,,Lost,,,,,,,
Minerva FC,54:34,7,Lairenjam Sanathoi Meitei,Pressure,70.0,5.0,0,0,,,,,,,,,
Minerva FC,54:34,9,Raj Singh Wahengbam ,Offensive Duel,66.0,11.0,0,0,,Won,,,,,True,,
Minerva FC,54:37,9,Raj Singh Wahengbam ,Pass,66.0,4.0,87,7,,Complete,,,,,,,
Minerva FC,54:39,7,Lairenjam Sanathoi Meitei,Carry,83.0,9.0,108,9,,,,,,,,,
Minerva FC,54:43,7,Lairenjam Sanathoi Meitei,Pass,107.0,8.0,107,27,,Incomplete,,,,,,,
Minerva FC,54:46,9,Raj Singh Wahengbam ,Pass,104.0,20.0,103,37,,Complete,True,,,,,,
Minerva FC,54:47,22,Paoginmang Baite,Shot,103.0,36.0,117,40,Left,Goal,,,,,,,Bottom
Minerva FC,54:55,19,Jayed,Pressure,90.0,57.0,0,0,,,,,,,,,
Minerva FC,54:58,50,Thangkhanlam Samte,Pass,81.0,38.0,82,58,,Complete,,,,,,,
Minerva FC,55:01,19,Jayed,Pass,81.0,57.0,83,70,,Complete,,,,,,,
